"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"LFT_02608",487.413834867021,-0.294665755185202,0.187103147575708,-1.57488400918521,0.115283220352303,0.263872011085653
"LFT_00415",661.154873064817,-0.294221327179529,0.17782014363754,-1.65460066087482,0.0980055293767803,0.235450611575883
"LFT_00496",85.8419128889281,-0.294214239802552,0.299183320624837,-0.983391183666564,0.325414947724272,0.532596526261955
"LFT_02633",1134.73576809274,-0.294072753787696,0.16550203886679,-1.77685275541765,0.0755924693093305,0.194713831113283
"LFT_01109",327.263344645704,-0.294017010382852,0.21546579780333,-1.36456464729136,0.172389922512503,0.348642523786698
"LFT_00825",1497.61534130954,-0.291866420501374,0.186807186007534,-1.5623939674869,0.118195207352758,0.26794578634295
"LFT_01568",2.20155680520887,-0.290013190208135,1.47460975490756,-0.196671145869583,0.84408489132745,NA
"LFT_01596",330.374742201494,-0.28925086337673,0.207762539545894,-1.39221855878806,0.163856224489785,0.336409114643308
"LFT_01176",177.879366977683,-0.287991123303299,0.240855161248589,-1.19570252018,0.231812667549954,0.426682379772838
"LFT_01263",458.075486787367,-0.287686718314247,0.181421668898234,-1.58573515535028,0.1127994007999,0.260068249526354
"LFT_01852",418.64837076439,-0.287296404914673,0.197825701259041,-1.4522703727888,0.146426442017524,0.314674814106443
"LFT_00140",305.074315779903,-0.286666084451083,0.20338089454225,-1.40950350865691,0.158686336705819,0.330528720129983
"LFT_01223",23274.0665166955,-0.286585076117619,0.149941064688123,-1.91131813498667,0.0559637099288415,0.153585091324985
"LFT_00432",97.0192913664684,-0.286483075886903,0.29769059140909,-0.962351797988854,0.335872917867227,0.542786671646176
"LFT_01180",674.057972621303,-0.285474001007995,0.203272857334419,-1.4043881940339,0.16020328453402,0.331890965680881
"LFT_02625",666.941776722407,-0.284917438475955,0.176589231660668,-1.61344741010851,0.106647340031498,0.250143953471377
"LFT_02394",1161.57957302802,-0.284860067867476,0.163692617569141,-1.74021328571617,0.0818215736108532,0.206840209003825
"LFT_01858",504.417053934561,-0.284740210048648,0.173271857277534,-1.64331481478018,0.100317814676049,0.238978019907656
"LFT_00983",830.323874388844,-0.283753461128579,0.180448287209686,-1.57249185080294,0.115836527614523,0.264815776544645
"LFT_01935",369.384126887035,-0.283099065206871,0.184982208579886,-1.53041239684741,0.125914682359801,0.281517505422784
"LFT_00264",543.132444992567,-0.282897959468502,0.210706108265905,-1.34261869196261,0.179395474657421,0.358643783215861
"LFT_01278",797.145152876126,-0.28278453471966,0.210248359343309,-1.34500233724967,0.178624479789864,0.357983435236759
"LFT_01812",912.647040990767,-0.282496823578253,0.17504635591158,-1.61384007171763,0.106562120232297,0.250143953471377
"LFT_01148",770.938780314472,-0.282484767124932,0.234851372214528,-1.20282357501787,0.229044599808692,0.424150220162448
"LFT_00811",285.479972802902,-0.281840105708828,0.232939339368335,-1.20992918788684,0.226306066098023,0.421161305534636
"LFT_00491",335.164437857092,-0.281580945639106,0.22817638557154,-1.23404946105092,0.217184474134907,0.410611763744583
"LFT_00980",649.633671934716,-0.281287944333572,0.16513984132629,-1.70333180699739,0.0885059914332794,0.219315781104274
"LFT_01147",562.739135515334,-0.281229283373438,0.175900209141271,-1.59880016485696,0.109865012421207,0.253782971820362
"LFT_00584",640.886884380598,-0.280892476089871,0.170490642273246,-1.64755362725236,0.0994443030235737,0.2380606743305
"LFT_00411",4802.15769380234,-0.279947821906213,0.185245232788363,-1.51122821188086,0.130730316899329,0.289890611723079
"LFT_00266",642.999080814004,-0.27952557995367,0.172832912055814,-1.6173168445105,0.105809905098452,0.248970249193351
"LFT_02126",148.55656546555,-0.279474107632124,0.243960478588137,-1.14557123862649,0.251972603471061,0.452177639660513
"LFT_02440",290.541166386917,-0.279361146865235,0.230562045793027,-1.21165279352185,0.22564531648454,0.420732697989919
"LFT_00130",4078.75806799379,-0.27912246198665,0.179796212546548,-1.55243794089593,0.120557471073782,0.272035700932229
"LFT_00168",681.89522990356,-0.279078844082558,0.213983815066659,-1.30420538579341,0.192163564057043,0.375844787806591
"LFT_02185",113.046081028579,-0.278838805836339,0.286931192051825,-0.971796770655645,0.331151662754673,0.538369981409698
"LFT_02085",60.659201826862,-0.276983054086917,0.440252164432373,-0.629146376699903,0.529253231028164,0.712851921000467
"LFT_00816",139.032066950402,-0.276468856786276,0.280372407778269,-0.986077264082702,0.324095199566197,0.531755359901197
"LFT_01704",110.882704867139,-0.27472591940332,0.281859006588261,-0.974692711539421,0.329712709378641,0.537824546690595
"LFT_01056",1202.44187799062,-0.273730750483697,0.186557993682005,-1.46726894453144,0.14230290828083,0.308533974626675
"LFT_00364",543.640631782811,-0.273166858472529,0.221605852576939,-1.23266987444607,0.217698955752134,0.410958916262955
"LFT_00434",854.696384667492,-0.272029342313221,0.190098984323462,-1.43098787866405,0.152433689124713,0.321907192718306
"LFT_02080",16.8887427890952,-0.271440310216733,0.609185118491962,-0.44557935178831,0.655901128484886,0.804444413748197
"LFT_02623",143.209929268414,-0.271331447753502,0.23940132352222,-1.13337488599272,0.257056855929377,0.457595002118256
"LFT_01073",970.43413166938,-0.270222382750589,0.182261062835233,-1.48261169197106,0.138177608926089,0.302007921930832
"LFT_02082",7.82415694237049,-0.269083328829372,0.829572295147777,-0.324363928741664,0.745662525380422,0.857969581847068
"LFT_01162",628.771996909785,-0.268030078619679,0.207697939290957,-1.29048020184834,0.196883981496223,0.381707448612804
"LFT_00115",722.400268439094,-0.267771507306662,0.208378272958657,-1.28502604184549,0.19878318394205,0.384471920052997
"LFT_02023",1088.45290212524,-0.267009495295439,0.206737559303474,-1.29153839387013,0.196517050699347,0.38160322912694
"LFT_00484",578.917312228739,-0.266445906873929,0.232793902007419,-1.14455707205526,0.252392683459944,0.452265418817562
"LFT_02415",118.124973694646,-0.266350667503012,0.291332050775769,-0.914251167332136,0.360584883537868,0.567542213842227
"LFT_02028",5495.85736486198,-0.265951262344425,0.200256344471517,-1.32805411507076,0.184160230299765,0.365933945647384
"LFT_00543",184.660370793949,-0.265358113251287,0.298166272059669,-0.889966901414602,0.373483658780534,0.578994705119695
"LFT_01132",560.631869779118,-0.264132999214479,0.18284020640608,-1.4446111410958,0.148567141626152,0.318021096104449
"LFT_00965",498.9894724809,-0.263568087040142,0.333380541042934,-0.790592294966006,0.429181944524197,0.627206967000021
"LFT_02276",607.368744807694,-0.26318506492056,0.208140306211784,-1.2644598718557,0.20606501500688,0.39604135770644
"LFT_00739",191.855518867952,-0.261668771373592,0.239161592654331,-1.09410866715456,0.273907321627229,0.472235597299367
"LFT_01087",459.018800879533,-0.261616915294977,0.21786703480014,-1.20081000567604,0.229824909703488,0.424872802463774
"LFT_00544",220.915616748812,-0.261180111088891,0.247047717812046,-1.05720511568375,0.290417985608918,0.490470291704042
"LFT_02109",176.991411707812,-0.260498552542656,0.23722275116429,-1.09811791349745,0.272153004133336,0.471125991110254
"LFT_01299",16.9672075050578,-0.259815371111943,0.648773872890082,-0.400471384512678,0.688809355841254,0.819642773527899
"LFT_01307",317.669397236387,-0.259364650729386,0.216565859165327,-1.19762483213657,0.231063104361385,0.425946131110966
"LFT_00950",8.14416493422757,-0.25914610751677,0.87830481596132,-0.295052586308696,0.767953708753544,0.869550840143653
"LFT_00400",475.761209471927,-0.258366755074935,0.195318734506635,-1.32279556145782,0.185903373688667,0.367652892974608
"LFT_00310",521.975665340767,-0.258320185667377,0.180144743289013,-1.43395905398663,0.151583947949417,0.321505727722131
"LFT_01584",135.44922432044,-0.258297682808228,0.242406037435916,-1.06555796027363,0.286623511673112,0.486083157931366
"LFT_00311",1061.81936293546,-0.258291075683059,0.156953789434573,-1.64565045937122,0.0998357440400379,0.238295502669513
"LFT_00970",1055.38274143896,-0.257634585290624,0.297346126699404,-0.866446750628348,0.386245215798246,0.59162764984307
"LFT_00607",88.7832036038265,-0.256729449504053,0.907916151144508,-0.28276779654203,0.77735484188141,0.874613919512925
"LFT_01665",10.2974295519994,-0.255666949542325,0.740200335833406,-0.345402369014687,0.729791896428009,0.847713465965233
"LFT_01314",293.855589561109,-0.25557378101966,0.197205680589768,-1.29597575615132,0.194983837544184,0.379836620379837
"LFT_02013",419.359283954257,-0.254704670851991,0.183112310594571,-1.39097513446779,0.16423296709785,0.336898771731868
"LFT_01475",40.6551081149859,-0.254611880986688,0.442469458350167,-0.575433798156505,0.564997951595564,0.74186422846896
"LFT_02256",124.473862926384,-0.254573154922556,0.247926438160455,-1.02680922942877,0.304510302581954,0.50620164215022
"LFT_01401",433.179855412926,-0.254158831855324,0.188387261608403,-1.34912960507722,0.177295340602327,0.356198470773183
"LFT_00509",435.28609710426,-0.253704283804681,0.189163118600549,-1.34119317592994,0.179857741406172,0.359273209677739
"LFT_02128",364.950015916041,-0.253600386582622,0.181404081945333,-1.39798610848816,0.162117238764782,0.333400599890105
"LFT_00156",152.819267225624,-0.252782175359021,0.230217870188691,-1.09801283085382,0.272198886551148,0.471125991110254
"LFT_00207",5688.44490678474,-0.252591358483273,0.221293628554794,-1.14143077743754,0.253690703024753,0.453590787433105
"LFT_00420",1645.8362741334,-0.252043936188907,0.153374118408397,-1.64332769312341,0.100315151542764,0.238978019907656
"LFT_02134",230.902323037955,-0.251791551995933,0.286936465203998,-0.87751674161359,0.380206029564891,0.585277884139814
"LFT_00788",431.79048673492,-0.251556412018648,0.225771748997501,-1.11420677359164,0.265190490199064,0.4639343186763
"LFT_02305",399.965121853759,-0.251049546586538,0.209616964840342,-1.19765853292339,0.231049978859687,0.425946131110966
"LFT_02008",1064.52544702561,-0.250976116523767,0.190507592620873,-1.31740742230275,0.187702094328177,0.369192900627739
"LFT_02101",4748.93888031525,-0.250378914518253,0.135373693259609,-1.84953892066825,0.0643800331881902,0.171469006425814
"LFT_01462",45.3081860682596,-0.249251930235251,0.380462594982775,-0.655128607968768,0.512384954494767,0.698368083950641
"LFT_00139",81.2285629667082,-0.249115063877882,0.30807243201972,-0.808624979017713,0.418730892275404,0.618575606146406
"LFT_00904",229.626714477306,-0.248976436418519,0.223792176137404,-1.1125341408971,0.265908559379256,0.4639343186763
"LFT_02090",221.658135479969,-0.248180965949267,0.214365624943997,-1.15774609858322,0.246967665673717,0.446008036158852
"LFT_01664",21.4737456573861,-0.246643748044099,0.615799374931997,-0.400526142254262,0.688769032609426,0.819642773527899
"LFT_00137",202.171076641456,-0.246426485175414,0.254355438973597,-0.968827268525575,0.332631378823482,0.539941431408124
"LFT_01546",7.54990082569117,-0.245972175873208,0.839359724004027,-0.293047389383706,0.769485929374672,0.869550840143653
"LFT_01365",2448.82743926333,-0.244802584827829,0.167835266928739,-1.4585884677728,0.144678409561179,0.311742956764451
"LFT_00762",400.52024130559,-0.24441897842593,0.190919830038719,-1.28021787142991,0.200468522330638,0.386810600886591
"LFT_00183",1119.31724141219,-0.244297541615839,0.167032781214923,-1.46257243541613,0.143584410345486,0.310323386603161
"LFT_01985",856.70983550599,-0.243933725029267,0.187401398848017,-1.30166437672697,0.193031142328324,0.377021457915324
"LFT_00102",129.789094002105,-0.243654297519551,0.260817414918883,-0.934194894905043,0.35020336863386,0.557079379478274
"LFT_01797",202.293532713831,-0.24314972007945,0.223564058191596,-1.08760648758249,0.276768865498823,0.474989947338473
"LFT_01390",242.876501240341,-0.242883450908141,0.209603754273241,-1.15877433469783,0.2465481816669,0.446008036158852
"LFT_00827",207.329565886608,-0.24284014330973,0.218292345207448,-1.11245377422169,0.265943094847117,0.4639343186763
"LFT_00440",654.998715236379,-0.242599087007773,0.233644437660639,-1.03832596845357,0.299118322743714,0.50030978210462
"LFT_02356",2148.32537659707,-0.242141892472268,0.176444692426555,-1.37233877166954,0.169958001133552,0.345444244172198
"LFT_00545",49.8750218750975,-0.241699169784109,0.353765674241629,-0.68321826390376,0.494468933474946,0.685060142625607
"LFT_01652",5.88730914168536,-0.240461207776155,0.97291981546904,-0.247154188816917,0.804788897621195,0.890676904406382
"LFT_02238",180.037333886261,-0.240217111443063,0.260317532742282,-0.922784988442869,0.356119265308842,0.56501474580576
"LFT_00698",611.031755957187,-0.239767804346484,0.168862303126154,-1.41990130365187,0.155636416362716,0.325847033226751
"LFT_02289",125.973535889142,-0.239584493787034,0.296329433347924,-0.808507245062409,0.418798636995957,0.618575606146406
"LFT_00435",190.796967828741,-0.238522966191335,0.22229881217647,-1.0729835389403,0.283278501866679,0.483099866374455
"LFT_02511",384.769583571931,-0.237493752352312,0.17931825890876,-1.32442593296176,0.185361626630626,0.367257141543768
"LFT_01549",16.0962929793326,-0.236025538478986,0.572798315388463,-0.412056970382179,0.680297666675429,0.816692322013803
"LFT_00765",34.4260200841636,-0.235810848181478,0.416135920353797,-0.566667852131085,0.570939866238893,0.746849411714537
"LFT_01598",498.965624895692,-0.235047044385223,0.228061955485588,-1.03062803212733,0.302715285360722,0.50424959017367
"LFT_01111",116.140210609693,-0.235042106011866,0.249471957199327,-0.942158423938883,0.34611153636943,0.552011658463548
"LFT_00766",361.173762291215,-0.234287804041327,0.208272887729332,-1.12490783892046,0.260628089858999,0.460958499510684
"LFT_01907",121.847059911139,-0.234100482133192,0.256263923880777,-0.913513219449895,0.360972684224642,0.567542213842227
"LFT_01854",1446.76367036122,-0.233857548843152,0.149593028569646,-1.56329175951053,0.117983985666064,0.267931683668369
"LFT_01762",325.505500916471,-0.233681371954497,0.21530561596259,-1.0853473139089,0.277767857779986,0.475365357731619
"LFT_01619",17.1433402499512,-0.233173857699982,0.565254973332671,-0.412510935242584,0.679964967266507,0.816692322013803
"LFT_01226",335.344406432101,-0.232892925301891,0.186102806348655,-1.25142081342705,0.210780987584054,0.402213924296526
"LFT_00777",2935.58609516838,-0.232585534214833,0.184355911209535,-1.26161148123144,0.207088622791092,0.397695014769024
"LFT_01745",2026.26005615404,-0.23212149283976,0.15721174392647,-1.47648952325296,0.139812525705381,0.304217076021442
"LFT_00779",971.10709445423,-0.231138408827102,0.179592987674195,-1.28701243751464,0.198089953088046,0.383435437391237
"LFT_02338",373.023135878667,-0.230994741053918,0.204562889656469,-1.12921137084951,0.258808678092128,0.459535504495814
"LFT_00529",85.6321126569341,-0.230125291424751,0.283092409476545,-0.812898134041341,0.416276464443587,0.617071620346121
"LFT_00428",441.98111763739,-0.229962497463202,0.212274426590577,-1.0833264334132,0.278663556434985,0.476563569847058
"LFT_01731",30.8916465497943,-0.229177585753104,0.426102266068947,-0.53784643735272,0.590683069525583,0.762444195145046
"LFT_00065",855.190577635173,-0.228848196754727,0.212056591884806,-1.07918454560018,0.280505467636141,0.479217136363767
"LFT_02088",75.7389608821862,-0.228840033119621,0.338930664963931,-0.675182439287323,0.499559862131287,0.68827391132817
"LFT_01160",745.624442450052,-0.228528532854627,0.170455820193163,-1.34069069976992,0.180020895352561,0.359304604401466
"LFT_00344",31.3973814538552,-0.22827029760209,0.450353248707633,-0.506869436952328,0.612246431597252,0.77854125842328
"LFT_02077",1302.02955467384,-0.228248243812682,0.194314973691089,-1.17463023809754,0.240142680339314,0.439030541625588
"LFT_00206",6941.60675288295,-0.22705058148301,0.211195072941219,-1.07507518201527,0.282341069757703,0.481838366246164
"LFT_01891",685.176250256866,-0.226967106120007,0.171812373256196,-1.32101723419866,0.186495617825363,0.367710210874118
"LFT_02130",126.516043016822,-0.226946426991341,0.26310082013381,-0.862583502688885,0.388366504013651,0.593385059737472
"LFT_01310",149.853190556596,-0.226663060365289,0.262567922036528,-0.863254957449662,0.387997303281005,0.593192865806656
"LFT_01076",1261.97843325234,-0.226111019526127,0.158546163794691,-1.42615257357427,0.153824305998781,0.323163649757783
"LFT_01187",637.199461856603,-0.22476540239076,0.171125408921583,-1.31345428950155,0.189029914107336,0.370884044000816
"LFT_00442",255.457478261193,-0.223778296446992,0.296341518883613,-0.755136496870291,0.450167086534858,0.647231380463392
"LFT_01205",2289.09320089793,-0.223593013034112,0.186254949211224,-1.20046749888265,0.229957827841493,0.424872802463774
"LFT_01063",259.844903752205,-0.221729863906561,0.301846093888991,-0.734579205746176,0.46259580594634,0.657728109154743
"LFT_00519",739.297161250619,-0.221706211772996,0.157952704061435,-1.40362403474121,0.160430834160298,0.331890965680881
"LFT_01207",409.440834837421,-0.221071772163055,0.234454223361354,-0.942920835434585,0.345721396779328,0.552011658463548
"LFT_00355",277.895925910208,-0.220994796758652,0.19938832821589,-1.10836375797969,0.267704750250408,0.465237854543453
"LFT_00727",247.091081160097,-0.220762319760599,0.27129224812636,-0.813743559888873,0.415791874188396,0.616947007157693
"LFT_01658",108.326968338776,-0.220449114448007,0.268396797367598,-0.821355234526432,0.411443954302669,0.614050994255779
"LFT_01412",168.993668456889,-0.219704846310187,0.247017097558076,-0.889431737649387,0.373771094430375,0.579071937143562
"LFT_02074",69.4690841850901,-0.219517854198874,0.349059125044411,-0.628884445209517,0.529424710135232,0.712851921000467
"LFT_00422",227.96523301988,-0.218829486036972,0.214556195365038,-1.01991688314878,0.307767881738789,0.510224712787367
"LFT_01243",97.2116308970177,-0.217915475192532,0.338884132925778,-0.643038295452622,0.52019925124419,0.704683477088433
"LFT_01612",97.0031596710515,-0.217429985454326,0.280447850494083,-0.77529560334039,0.438165006773677,0.637117017605877
"LFT_00583",31293.3663405048,-0.216754568539138,0.194799695611627,-1.11270486259528,0.265835206459876,0.4639343186763
"LFT_00270",1205.91549529787,-0.216684549318327,0.199562923738267,-1.08579562405347,0.277569422853204,0.475359580810441
"LFT_02131",328.696182304584,-0.216467032723928,0.194595158729782,-1.11239680440621,0.265967577999176,0.4639343186763
"LFT_00498",276.045723420505,-0.216287234930106,0.191178893357859,-1.13133427613919,0.257914422867257,0.458451822412477
"LFT_00548",833.631285951795,-0.215705975785394,0.173762827695801,-1.24138159263281,0.21446481582171,0.407048875512077
"LFT_02062",115.857485914257,-0.215632811253937,0.279393715022302,-0.771788339035203,0.440239799347503,0.639211827796194
"LFT_01237",351.628957956797,-0.215584984230444,0.207182931225188,-1.04055378961756,0.29808268741324,0.499606264942274
"LFT_00436",77.7444372607801,-0.215409419991745,0.368701939132043,-0.584237285268522,0.559060679517138,0.735256813806403
"LFT_01760",122.35701602614,-0.214816859606802,0.28709813772346,-0.748234946106542,0.454318455732095,0.649684644402762
"LFT_00312",1172.12664835538,-0.214323361417089,0.166075824987633,-1.29051510918611,0.196871869291411,0.381707448612804
"LFT_02501",1548.10696533664,-0.212889253245725,0.191244175937777,-1.11318032144932,0.265630992475055,0.4639343186763
"LFT_00370",321.366239296773,-0.212547361375147,0.212811148023362,-0.998760466025089,0.317910741505352,0.524187061602533
"LFT_00469",694.667906075461,-0.212494359866901,0.2366595649446,-0.897890435641781,0.369243964187429,0.574615287819134
"LFT_01351",268.318813437088,-0.212021006193949,0.201352568396412,-1.05298386746442,0.29234838594461,0.492203829759079
"LFT_00303",306.942231958814,-0.211760614836963,0.23055159249203,-0.918495563392318,0.358359480603177,0.56635671480541
"LFT_00178",712.342004576374,-0.211088000455917,0.214135322658788,-0.98576917546795,0.324246395081321,0.531755359901197
"LFT_02496",6695.91855267178,-0.210462588555843,0.188967789969832,-1.11374847845467,0.265387105484631,0.4639343186763
"LFT_00267",590.176321265222,-0.210072460721089,0.201983148274639,-1.04004944232006,0.298316930646821,0.499655230231136
"LFT_00687",296.597547136231,-0.208964166266388,0.201129359082157,-1.038954070256,0.298826097653309,0.500164285701314
"LFT_01909",3201.4577579338,-0.207876155230355,0.179786360349876,-1.15623985504692,0.247583061949484,0.446602458897774
"LFT_00635",645.051660799482,-0.20775990284071,0.178774701261973,-1.16213256894924,0.245181619773477,0.444905143252394
"LFT_01850",1452.12820953437,-0.207540954101453,0.189956656857594,-1.09257005010907,0.274582618536398,0.472235597299367
"LFT_00282",316.122360738788,-0.206774011257925,0.230288007909781,-0.897893091067649,0.36924254836741,0.574615287819134
"LFT_01642",14.0421603969065,-0.205295331127815,0.659234264473797,-0.311414837169732,0.755485275869368,0.865186850231978
"LFT_02342",43.5452503771276,-0.204774342503036,0.447528521492792,-0.457567132972852,0.64726346099092,0.79925278480361
"LFT_01589",20.4798174563793,-0.204711874575001,0.536622465671365,-0.381482117635324,0.70284553789147,0.826889410578331
"LFT_00634",3444.34036772159,-0.204636056575347,0.18753979587145,-1.09116070871494,0.27520217351122,0.472634035832871
"LFT_01737",36.0239469639848,-0.203729597401662,0.435945363709922,-0.467328280929313,0.640265025676624,0.797712611234117
"LFT_01702",141.536073554249,-0.203180388537243,0.255396268936958,-0.795549556706312,0.426293895949055,0.625077150678608
"LFT_00095",720.033499449492,-0.202379202863598,0.268951593751167,-0.752474451037603,0.451765788632046,0.648479926444613
"LFT_00789",474.151171576242,-0.201160479584703,0.181442418629495,-1.10867393140009,0.267570871680356,0.465237854543453
"LFT_02027",3399.08792071974,-0.200315675787724,0.146252466753947,-1.36965673286545,0.17079408090148,0.346830716930289
"LFT_01929",428.744379656973,-0.200137904380537,0.190165457778717,-1.05244089393682,0.292597314900261,0.492203829759079
"LFT_01138",226.526612837001,-0.199613793938625,0.226993397935755,-0.879381496351366,0.379194461442239,0.584132049642691
"LFT_01631",62.4713879301119,-0.198627238627937,0.330073944366901,-0.601765883123296,0.547329987951353,0.725703580325053
"LFT_01414",40.4893457405222,-0.198429587657104,0.459961105661133,-0.431405145380473,0.66617380928936,0.808842300403431
"LFT_00499",724.575693645545,-0.197267571870383,0.172610737200847,-1.14284647102136,0.253102340551236,0.453137032073841
"LFT_02560",177.69292261188,-0.194830155903236,0.237345287781286,-0.820872231020539,0.411719049903137,0.614050994255779
"LFT_01918",211.960647757658,-0.194828938559073,0.226183640073326,-0.861375024718464,0.389031526914417,0.593655602089026
"LFT_01742",54.1967752879114,-0.194759649880184,0.360946720864426,-0.539580050523127,0.589486677542088,0.76130314423427
"LFT_00812",756.62266904539,-0.194559194047008,0.169320360181703,-1.14905965141002,0.250531384467827,0.450254412941073
"LFT_00468",467.532210061079,-0.194420676911412,0.212144781799668,-0.916452788808194,0.359429458682837,0.56731191114642
"LFT_02255",345.883493112411,-0.19415469355075,0.185839928518159,-1.04474154235256,0.296142439251583,0.497037964501452
"LFT_01726",333.289069534757,-0.194027705614204,0.200973515438295,-0.965439178346742,0.334324886073004,0.541986487936824
"LFT_01403",503.110825553222,-0.193731551455555,0.178366085125535,-1.0861456723637,0.277414548572113,0.475359580810441
"LFT_00384",526.848100223921,-0.193611377900565,0.197550864797099,-0.980058366737191,0.327057308550025,0.534566506328914
"LFT_00622",3.9504753086713,-0.193337399517549,1.24338326623807,-0.155493004262879,0.876432668656295,NA
"LFT_00896",66.3795282953459,-0.192769254213297,0.362641277010333,-0.531570084361369,0.595023788909746,0.765334915913292
"LFT_02644",69.5006879799335,-0.191797212901901,0.342997719548087,-0.559179265549058,0.576039382359941,0.750216120223097
"LFT_02396",305.045279200913,-0.189945438871803,0.207871464151912,-0.913763895620568,0.360840921483527,0.567542213842227
"LFT_01228",402.535077778541,-0.188258916268881,0.178159761833203,-1.05668594486073,0.290654941660949,0.49053053519926
"LFT_00433",346.775962063552,-0.188070048051352,0.195047820860826,-0.964225322904511,0.334932971207573,0.541986487936824
"LFT_00083",185.533695531288,-0.187221396029309,0.228672242388314,-0.818732497105547,0.412939051428754,0.615251636504662
"LFT_00490",494.765019462431,-0.186722860264754,0.183688916205544,-1.01651675083006,0.309383374895095,0.511858305919448
"LFT_01330",577.15245043885,-0.18668969972395,0.168374434585803,-1.10877699564784,0.267526396773956,0.465237854543453
"LFT_00515",448.590213182165,-0.186221515887047,0.199299497838469,-0.934380256381671,0.350107778476666,0.557079379478274
"LFT_00251",1071.06249647986,-0.185121774266436,0.194665614603583,-0.950973157963303,0.341618002009652,0.548434170551727
"LFT_02583",392.265714013139,-0.185073907020471,0.200084938886896,-0.92497670264472,0.354978026110775,0.563732072002491
"LFT_01838",837.060329903324,-0.184128853348151,0.158780351582549,-1.15964507895943,0.24619333938832,0.445745295757307
"LFT_00683",16.2329006832305,-0.184116149892179,0.598992065464324,-0.307376608986392,0.75855673029439,0.867888615834473
"LFT_00837",127.095669842142,-0.182772890920732,0.267699789445098,-0.682753211347655,0.494762799600016,0.685077808309795
"LFT_02259",397.810893524686,-0.182753399429788,0.198371028231313,-0.921270616275103,0.35690915809317,0.565164144426936
"LFT_00633",18.254300989156,-0.18262139007573,0.540994315185537,-0.337566190530299,0.735690124079846,0.851722960751822
"LFT_00988",408.494376736406,-0.182328824380175,0.217304503945649,-0.839047608630231,0.401442594149077,0.603898519716852
"LFT_00855",52.4196104313012,-0.182181486002324,0.430303092543138,-0.423379448485048,0.672018436839734,0.811952865928821
"LFT_01217",341.413904825666,-0.182108662196617,0.207044965115092,-0.879560930619039,0.379097211656098,0.584132049642691
"LFT_02236",121.223056808169,-0.180174060519201,0.276698060210595,-0.651157656768792,0.514944720775946,0.700052881286984
"LFT_00758",252.912561523478,-0.179742219530348,0.227837550946024,-0.78890515976855,0.430167439764278,0.62773535970392
"LFT_01106",1785.38839923601,-0.179073117535401,0.236937641534227,-0.755781632567373,0.449780130872693,0.647056776231849
"LFT_00066",1789.98711456306,-0.178406956603731,0.154122916649461,-1.15756281078888,0.247042493086117,0.446008036158852
"LFT_00424",190.580401232554,-0.178183521857418,0.218146475454621,-0.81680678766907,0.414038852633421,0.615251636504662
"LFT_00546",289.747658930261,-0.176679949404734,0.214448979425765,-0.823878714078442,0.41000847623475,0.612701884980183
"LFT_00661",46.0150934454083,-0.17632164058707,0.389590316747106,-0.452582194699476,0.650849622354611,0.802286560282341
"LFT_00249",968.253712278172,-0.175411964065655,0.179643422919506,-0.976445233646284,0.328843875047194,0.536766593094449
"LFT_00204",987.324453390634,-0.174403778615651,0.197939169227525,-0.881097861005866,0.378264854890625,0.583437627448389
"LFT_00621",5.59728757829464,-0.171172900355981,1.07284508881123,-0.159550434765609,0.873235225986774,0.929290063637453
"LFT_01885",884.221674220237,-0.171060176270422,0.175109985480322,-0.976872768284508,0.328632144903846,0.536766593094449
"LFT_01312",35.1767100752015,-0.17038992106743,0.430255291813298,-0.396020512262213,0.692089896105194,0.82044226557609
"LFT_01158",110.480003906559,-0.169681276177007,0.276446616729428,-0.61379400545561,0.539351459009483,0.719824482807289
"LFT_01608",125.568597403222,-0.169323766679856,0.251705186062948,-0.672706706319155,0.501133900246626,0.688811796334477
"LFT_01749",508.861657636478,-0.168767619974323,0.179128329336108,-0.942160408684742,0.346110520375536,0.552011658463548
"LFT_02216",772.966630654122,-0.168440768297171,0.339075947692659,-0.496764130406109,0.619355392649208,0.784125435831843
"LFT_01703",251.170335540818,-0.168402729493341,0.241537767457164,-0.697210756173801,0.485670908512111,0.678269343291699
"LFT_00785",406.408605908833,-0.167850156418833,0.232910619827996,-0.72066338813915,0.471116643369145,0.666426576803596
"LFT_01296",171.031147860056,-0.167778945452679,0.237021826988503,-0.707862847841507,0.479030433177208,0.674016839291487
"LFT_01821",80.9556305899055,-0.167466152842475,0.293438907453616,-0.570701936889355,0.56820170563031,0.744866894363134
"LFT_00070",627.194667667559,-0.167185678598488,0.247098227816651,-0.676596024486834,0.498662302171114,0.68827391132817
"LFT_01098",1947.97237206297,-0.166356040099146,0.141154712063009,-1.17853692354873,0.238582621193955,0.436919589281579
"LFT_00298",164.666613942209,-0.165666824333518,0.255416481392926,-0.648614464618908,0.516587603717332,0.701741354659497
"LFT_00815",244.412365336325,-0.165482344423799,0.202234567650053,-0.818269331235942,0.413203414125284,0.615251636504662
"LFT_00640",3020.61765903322,-0.165350479359457,0.182234920012179,-0.90734794049574,0.364222829968175,0.569711833525316
"LFT_02012",443.323797862281,-0.165346481836808,0.210700143923871,-0.784747835276991,0.432601430335417,0.629778784783399
"LFT_02156",562.314720653534,-0.165316401171788,0.249172825387097,-0.663460796396896,0.507035479640634,0.693403739553437
